index,rate_num,score,season_name,season_num,series_name
589284,2,10.0,青春笨蛋少年不做亲爱的朋友的梦,6,青春猪头少年不会梦到兔女郎学姐
54433,23178,7.5,我的青春恋爱物语果然有问题,1,我的青春恋爱物语果然有问题
102134,18344,7.4,我的青春恋爱物语果然有问题 续,2,我的青春恋爱物语果然有问题
277954,11464,6.7,我的青春恋爱物语果然有问题 完,3,我的青春恋爱物语果然有问题
431767,23030,7.6,GIRLS BAND CRY,1,GIRLS BAND CRY
587772,0,0.0,ガールズバンドクライ 新作映画,2,GIRLS BAND CRY
140001,22828,7.4,Re：从零开始的异世界生活,1,Re：从零开始的异世界生活
278826,14492,7.4,Re：从零开始的异世界生活 第二季,2,Re：从零开始的异世界生活
316247,12400,7.6,Re：从零开始的异世界生活 第二季 后半部分,3,Re：从零开始的异世界生活
425998,7372,7.2,Re：从零开始的异世界生活 第三季 袭击篇,4,Re：从零开始的异世界生活
510728,5802,7.0,Re：从零开始的异世界生活 第三季 反击篇,5,Re：从零开始的异世界生活
547888,32,7.0,Re：从零开始的异世界生活 第四季,6,Re：从零开始的异世界生活
110467,22352,8.7,白箱,1,白箱
244761,5813,7.5,剧场版 白箱,2,白箱
2585,22264,7.5,某科学的超电磁炮,1,某科学的超电磁炮
51928,17302,7.6,某科学的超电磁炮S,2,某科学的超电磁炮
262940,12135,7.6,某科学的超电磁炮T,3,某科学的超电磁炮
537743,6,9.7,某科学的超电磁炮 第四季,4,某科学的超电磁炮
329906,22182,7.2,间谍过家家,1,间谍过家家
373267,13941,7.3,间谍过家家 第2部分,2,间谍过家家
411427,10192,7.2,间谍过家家 第二季,3,间谍过家家
498378,4729,7.3,间谍过家家 第三季,4,间谍过家家
135275,21948,7.7,为美好的世界献上祝福！,1,为美好的世界献上祝福！
174043,17975,7.7,为美好的世界献上祝福！ 第二季,2,为美好的世界献上祝福！
220631,11657,7.6,电影 为美好的世界献上祝福！红传说,3,为美好的世界献上祝福！
342667,12542,7.7,为美好的世界献上祝福！第三季,4,为美好的世界献上祝福！
544024,11,8.2,为美好的世界献上祝福！第四季,5,为美好的世界献上祝福！
179949,21629,7.4,小林家的龙女仆,1,小林家的龙女仆
274234,13532,7.5,小林家的龙女仆S,2,小林家的龙女仆
514353,2858,6.6,小林家的龙女仆 怕寂寞的龙,3,小林家的龙女仆
115908,21331,8.3,吹响吧！上低音号,1,吹响吧！上低音号
152091,17146,8.5,吹响吧！上低音号 第二季,2,吹响吧！上低音号
216371,19179,8.6,莉兹与青鸟,3,吹响吧！上低音号
183878,21193,7.6,紫罗兰永恒花园,1,紫罗兰永恒花园
242216,8625,7.6,剧场版 紫罗兰永恒花园,2,紫罗兰永恒花园
127563,20823,8.0,一拳超人,1,一拳超人
193619,8624,6.5,一拳超人 第二季,2,一拳超人
285757,2660,4.5,一拳超人 第三季,3,一拳超人
618527,0,0.0,一拳超人 第三季 第2部分,4,一拳超人
245665,20614,7.3,鬼灭之刃,1,鬼灭之刃
350764,9625,7.3,鬼灭之刃 无限列车篇,2,鬼灭之刃
328195,11680,7.3,鬼灭之刃 游郭篇,3,鬼灭之刃
369768,9675,6.6,鬼灭之刃 刀匠村篇,4,鬼灭之刃
441939,7033,6.7,鬼灭之刃 柱训练篇,5,鬼灭之刃
501958,5957,7.4,剧场版 鬼灭之刃 无限城篇 第一章 猗窝座再袭,6,鬼灭之刃
501960,22,8.3,剧场版 鬼灭之刃 无限城篇 第二部,7,鬼灭之刃
501961,15,7.8,剧场版 鬼灭之刃 无限城篇 第三部,8,鬼灭之刃
386809,19925,7.4,【我推的孩子】,1,【我推的孩子】
443428,11562,7.2,【我推的孩子】 第二季,2,【我推的孩子】
517057,1917,7.0,【我推的孩子】 第三季,3,【我推的孩子】
364450,19354,6.3,莉可丽丝,1,莉可丽丝
419872,60,5.5,莉可丽丝 新作,2,莉可丽丝
1606,19155,8.0,凉宫春日的忧郁 2009,1,凉宫春日的忧郁 2009
3375,23466,8.7,凉宫春日的消失,2,凉宫春日的忧郁 2009
100403,19135,7.2,路人女主的养成方法,1,路人女主的养成方法
132734,14544,7.3,路人女主的养成方法 ♭,2,路人女主的养成方法
231497,11012,7.7,路人女主的养成方法 Fine,3,路人女主的养成方法
187276,18378,8.1,游戏人生 零,1,游戏人生 零
79227,24058,7.7,游戏人生,2,游戏人生 零
203526,18213,8.2,来自深渊,1,来自深渊
230914,10538,7.9,来自深渊 深沉灵魂的黎明,2,来自深渊
298477,12917,8.3,来自深渊 烈日的黄金乡,3,来自深渊
415482,9,9.0,来自深渊 觉醒的神秘,4,来自深渊
321885,17854,6.9,链锯人,1,链锯人
470660,11052,8.4,剧场版 链锯人 蕾塞篇,2,链锯人
616930,1,10.0,链锯人 刺客篇,3,链锯人
43558,17829,7.8,JOJO的奇妙冒险,1,JOJO的奇妙冒险
85631,16908,8.0,JOJO的奇妙冒险 星尘斗士,2,JOJO的奇妙冒险
113292,17048,8.2,JOJO的奇妙冒险 星尘斗士 埃及篇,3,JOJO的奇妙冒险
150490,14709,7.8,JOJO的奇妙冒险 不灭钻石,4,JOJO的奇妙冒险
235128,14885,8.0,JOJO的奇妙冒险 黄金之风,5,JOJO的奇妙冒险
332261,9588,7.2,JOJO的奇妙冒险 石之海,6,JOJO的奇妙冒险
375913,6274,7.0,JOJO的奇妙冒险 石之海 第2部分,7,JOJO的奇妙冒险
395782,5771,7.1,JOJO的奇妙冒险 石之海 第3部分,8,JOJO的奇妙冒险
235130,16875,7.9,碧蓝之海,1,碧蓝之海
515880,7930,7.3,碧蓝之海 第二季,2,碧蓝之海
569116,4,9.0,碧蓝之海 第三季,3,碧蓝之海
5436,16870,7.1,我的妹妹哪有这么可爱！,1,我的妹妹哪有这么可爱！
37898,12942,6.9,我的妹妹哪有这么可爱。,2,我的妹妹哪有这么可爱！
395378,16653,7.8,迷宫饭,1,迷宫饭
207195,16653,8.2,摇曳露营△,1,摇曳露营△
499073,23,8.3,迷宫饭 第二季,2,迷宫饭
262897,11779,8.3,摇曳露营△ 第二季,2,摇曳露营△
405785,4954,6.9,摇曳露营△ 第三季,3,摇曳露营△
523664,2,8.0,摇曳露营△ 第四季,4,摇曳露营△
158316,16227,7.8,灵能百分百,1,灵能百分百
240760,14502,8.1,灵能百分百 第二季,2,灵能百分百
353605,11181,8.2,灵能百分百 第三季,3,灵能百分百
333158,16129,7.2,更衣人偶坠入爱河,1,更衣人偶坠入爱河
398951,8082,7.7,更衣人偶坠入爱河 第二季,2,更衣人偶坠入爱河
120187,16087,6.8,干物妹！小埋,1,干物妹！小埋
212775,9606,6.7,干物妹！小埋R,2,干物妹！小埋
292970,15989,7.2,魔女之旅,1,魔女之旅
619632,0,0.0,魔女之旅 新作剧场版动画,2,魔女之旅
302189,15660,7.6,86 -不存在的战区-,1,86 -不存在的战区-
331887,14557,8.0,86 -不存在的战区- 第2部分,2,86 -不存在的战区-
772,15606,8.0,福音战士新剧场版：序,1,福音战士新剧场版：序
3302,17355,8.4,福音战士新剧场版：破,2,福音战士新剧场版：序
22505,12015,7.4,福音战士新剧场版：Q,3,福音战士新剧场版：序
29883,13875,8.4,新・福音战士剧场版：终,4,福音战士新剧场版：序
467461,15356,7.5,胆大党,1,胆大党
529431,8017,7.3,胆大党 第二季,2,胆大党
586108,5,8.2,胆大党 第三季,3,胆大党
181354,15316,7.7,齐木楠雄的灾难,1,齐木楠雄的灾难
204027,10882,7.7,齐木楠雄的灾难 第二季,2,齐木楠雄的灾难
251831,7250,7.5,齐木楠雄的灾难 完结篇,3,齐木楠雄的灾难
278899,5414,7.4,齐木楠雄的灾难 再始动篇,4,齐木楠雄的灾难
1014,15159,6.7,魔法禁书目录,1,魔法禁书目录
7843,12241,6.7,魔法禁书目录 第二季,2,魔法禁书目录
226540,7041,5.4,魔法禁书目录 第三季,3,魔法禁书目录
16235,14958,7.2,未来日记,1,未来日记
76194,2553,6.8,未来日记Redial,2,未来日记
49131,14877,6.7,约会大作战,1,约会大作战
76325,9672,6.1,约会大作战 第二季,2,约会大作战
228254,6581,5.1,约会大作战 第三季,3,约会大作战
302128,5015,6.5,约会大作战 第四季,4,约会大作战
389466,3163,6.6,约会大作战 第五季,5,约会大作战
551559,1,7.0,约会大作战 新项目,6,约会大作战
214272,14799,6.2,欢迎来到实力至上主义的教室,1,欢迎来到实力至上主义的教室
371546,7071,5.8,欢迎来到实力至上主义的教室 第二季,2,欢迎来到实力至上主义的教室
373266,4877,5.9,欢迎来到实力至上主义的教室 第三季,3,欢迎来到实力至上主义的教室
510710,40,5.6,欢迎来到实力至上主义教室 第四季,4,欢迎来到实力至上主义的教室
394260,14773,7.8,我心里危险的东西,1,我心里危险的东西
441795,12937,8.3,我心里危险的东西 第二季,2,我心里危险的东西
289,14673,8.0,寒蝉鸣泣之时,1,寒蝉鸣泣之时
288,12394,8.1,寒蝉鸣泣之时 解,2,寒蝉鸣泣之时
1326,4656,7.2,寒蝉鸣泣之时 礼,3,寒蝉鸣泣之时
14429,3282,6.7,寒蝉鸣泣之时 煌,4,寒蝉鸣泣之时
55113,14449,7.3,玉子市场,1,玉子市场
90880,15285,7.9,玉子爱情故事,2,玉子市场
252655,14188,7.8,佐贺偶像是传奇,1,佐贺偶像是传奇
287488,8793,7.8,佐贺偶像是传奇 复仇,2,佐贺偶像是传奇
353181,297,7.9,佐贺偶像是传奇 梦想银河乐园,3,佐贺偶像是传奇
975,14088,8.3,航海王,1,航海王
602059,1,10.0,航海王 埃鲁巴夫篇,2,航海王
112146,14016,6.9,OVERLORD,1,OVERLORD
211027,10595,6.6,OVERLORD 第二季,2,OVERLORD
242170,9210,6.4,OVERLORD 第三季,3,OVERLORD
335389,7035,6.6,OVERLORD 第四季,4,OVERLORD
335390,1943,5.6,剧场版 OVERLORD 圣王国篇,5,OVERLORD
2463,13765,7.9,无头骑士异闻录,1,无头骑士异闻录
99941,5473,7.4,无头骑士异闻录×2 承,2,无头骑士异闻录
114967,4435,7.2,无头骑士异闻录×2 转,3,无头骑士异闻录
114968,4030,7.2,无头骑士异闻录×2 结,4,无头骑士异闻录
239816,13688,6.6,关于我转生变成史莱姆这档事,1,关于我转生变成史莱姆这档事
278031,7547,6.1,关于我转生变成史莱姆这档事 第二季,2,关于我转生变成史莱姆这档事
302523,6236,6.0,关于我转生变成史莱姆这档事 第二季 第2部分,3,关于我转生变成史莱姆这档事
407573,3802,5.7,关于我转生变成史莱姆这档事 第三季,4,关于我转生变成史莱姆这档事
515594,4,5.5,关于我转生变成史莱姆这档事 第四季,5,关于我转生变成史莱姆这档事
616596,0,0.0,关于我转生变成史莱姆这档事 第四季 第2部分,6,关于我转生变成史莱姆这档事
616597,0,0.0,关于我转生变成史莱姆这档事 第四季 第3部分,7,关于我转生变成史莱姆这档事
616598,0,0.0,关于我转生变成史莱姆这档事 第四季 第4部分,8,关于我转生变成史莱姆这档事
49278,13588,6.8,境界的彼方,1,境界的彼方
118908,4754,6.7,境界的彼方 -I'LL BE HERE- 未来篇,2,境界的彼方
93714,13581,6.8,东京喰种,1,东京喰种
115292,7615,5.9,东京喰种√A,2,东京喰种
148481,4731,5.5,东京喰种:re,3,东京喰种
244878,4126,5.6,东京喰种:re 第二季,4,东京喰种
8402,13445,8.0,吊带袜天使,1,吊带袜天使
390555,6284,7.5,新 吊带袜天使,2,吊带袜天使
247,13382,8.7,银魂,1,银魂
11834,13272,8.7,银魂',2,银魂
47576,4495,8.3,银魂' 延长战,3,银魂
120791,4578,8.2,银魂°,4,银魂
193298,2371,7.7,银魂.,5,银魂
218740,1540,7.5,银魂. 走光篇,6,银魂
232884,1438,7.3,银魂. 银之魂篇,7,银魂
240811,1256,7.3,银魂. 银之魂篇 第二季,8,银魂
309002,552,7.2,银魂 THE SEMI-FINAL,9,银魂
276641,836,7.2,银魂 THE FINAL,10,银魂
3326,13327,7.4,笨蛋，测验，召唤兽,1,笨蛋，测验，召唤兽
12496,4355,7.3,笨蛋，测验，召唤兽 ～祭～,2,笨蛋，测验，召唤兽
11145,10870,7.5,笨蛋，测验，召唤兽2,3,笨蛋，测验，召唤兽
235612,12767,6.9,工作细胞,1,工作细胞
278815,5872,6.7,工作细胞！！,2,工作细胞
315069,12725,6.8,堀与宫村,1,堀与宫村
425992,4226,6.8,堀与宫村 -piece-,2,堀与宫村
329114,12667,7.1,想要成为影之实力者！,1,想要成为影之实力者！
419846,9702,7.3,想要成为影之实力者！ 第二季,2,想要成为影之实力者！
471345,31,8.2,剧场版 想要成为影之实力者！ 残响篇,3,想要成为影之实力者！
240386,12506,8.3,冰海战记,1,冰海战记
296739,7572,8.1,冰海战记 第二季,2,冰海战记
424663,12458,7.0,梦想成为魔法少女,1,梦想成为魔法少女
516788,2,10.0,梦想成为魔法少女 第二季,2,梦想成为魔法少女
424883,12359,5.5,不时轻声地以俄语遮羞的邻座艾莉同学,1,不时轻声地以俄语遮羞的邻座艾莉同学
513725,40,5.3,不时轻声地以俄语遮羞的邻座艾莉同学 第二季,2,不时轻声地以俄语遮羞的邻座艾莉同学
50814,12345,7.1,打工吧！魔王大人,1,打工吧！魔王大人
330057,2828,5.4,打工吧！！魔王大人,2,打工吧！魔王大人
403225,1278,4.7,打工吧！！魔王大人 第二季,3,打工吧！魔王大人
237,12223,8.8,攻壳机动队,1,攻壳机动队
238,7882,8.7,攻壳机动队2 无罪,2,攻壳机动队
430699,12190,8.0,金牌得主,1,金牌得主
548818,1566,7.8,金牌得主 第二季,2,金牌得主
621939,0,0.0,剧场版 金牌得主,3,金牌得主
296367,11970,7.5,SSSS.电光机王,1,SSSS.电光机王
82572,11868,7.1,野良神,1,野良神
129988,8291,7.1,野良神 ARAGOTO,2,野良神
126173,11792,7.7,ReLIFE,1,ReLIFE
213816,8423,7.7,ReLIFE 完结篇,2,ReLIFE
243916,11758,7.6,约定的梦幻岛,1,约定的梦幻岛
279202,3526,3.4,约定的梦幻岛 第二季,2,约定的梦幻岛
335036,11603,8.4,英雄联盟：双城之战,1,英雄联盟：双城之战
358801,4944,7.2,英雄联盟：双城之战 第二季,2,英雄联盟：双城之战
259,11592,8.0,夏目友人帐,1,夏目友人帐
891,7776,8.0,续 夏目友人帐,2,夏目友人帐
12536,8875,8.2,夏目友人帐 叁,3,夏目友人帐
23495,6484,8.0,夏目友人帐 肆,4,夏目友人帐
174638,3841,7.7,夏目友人帐 伍,5,夏目友人帐
203387,3309,7.7,夏目友人帐 陆,6,夏目友人帐
443676,1700,7.8,夏目友人帐 柒,7,夏目友人帐
282,11570,7.8,狼与香辛料,1,狼与香辛料
1512,8192,7.8,狼与香辛料 第二季,2,狼与香辛料
249637,11443,7.3,天使降临到了我身边！,1,天使降临到了我身边！
320493,2481,6.8,天使降临到了我身边！Precious Friends,2,天使降临到了我身边！
340,11434,8.7,虫师,1,虫师
92705,4656,8.5,虫师 续章,2,虫师
106207,4222,8.6,虫师 续章 第2部分,3,虫师
120700,2406,8.2,虫师 特别篇 铃之雫,4,虫师
218712,11369,7.1,SSSS.古立特,1,SSSS.古立特
362335,6493,7.8,古立特宇宙,2,SSSS.古立特
212003,11220,7.0,赛马娘 Pretty Derby,1,赛马娘 Pretty Derby
315574,17013,8.4,赛马娘 Pretty Derby 第二季,2,赛马娘 Pretty Derby
407332,4609,5.0,赛马娘 Pretty Derby 第三季,3,赛马娘 Pretty Derby
324,10995,9.1,攻壳机动队 STAND ALONE COMPLEX,1,攻壳机动队 STAND ALONE COMPLEX
326,9612,9.2,攻壳机动队 S.A.C. 2nd GIG,2,攻壳机动队 STAND ALONE COMPLEX
320,3744,8.4,攻壳机动队 S.A.C. Solid State Society,3,攻壳机动队 STAND ALONE COMPLEX
212610,1564,7.2,攻壳机动队 SAC_2045,4,攻壳机动队 STAND ALONE COMPLEX
304727,821,6.8,攻壳机动队 SAC_2045 第二季,5,攻壳机动队 STAND ALONE COMPLEX
78405,10965,8.0,悠哉日常大王,1,悠哉日常大王
101442,7249,8.0,悠哉日常大王 Repeat,2,悠哉日常大王
215618,4157,8.0,剧场版 悠哉日常大王 Vacation,3,悠哉日常大王
282684,6015,8.2,悠哉日常大王 Nonstop,4,悠哉日常大王
272510,10960,7.5,街角魔族,1,街角魔族
313852,8316,7.8,街角魔族 2丁目,2,街角魔族
219200,10949,7.5,擅长捉弄的高木同学,1,擅长捉弄的高木同学
271151,8761,7.7,擅长捉弄的高木同学 第二季,2,擅长捉弄的高木同学
347887,7812,8.0,擅长捉弄的高木同学 第三季,3,擅长捉弄的高木同学
347888,4088,7.7,擅长捉弄的高木同学 剧场版,4,擅长捉弄的高木同学
74628,10840,7.1,伪恋,1,伪恋
114758,8056,7.0,伪恋：,2,伪恋
106818,10791,7.4,暗杀教室,1,暗杀教室
131891,7750,7.7,暗杀教室 第二季,2,暗杀教室
1940,10787,8.2,魔卡少女樱,1,魔卡少女樱
212240,1189,7.1,魔卡少女樱 透明牌篇 序幕 小樱与两人的小熊,2,魔卡少女樱
183891,3618,7.1,魔卡少女樱 透明牌篇,3,魔卡少女樱
427235,29,7.2,魔卡少女樱 透明牌篇 续篇,4,魔卡少女樱
420628,10768,7.5,药屋少女的呢喃,1,药屋少女的呢喃
486347,6371,7.5,药屋少女的呢喃 第二季,2,药屋少女的呢喃
568244,1,2.0,药屋少女的呢喃 第三季,3,药屋少女的呢喃
599893,1,2.0,药屋少女的呢喃 第三季 第2部分,4,药屋少女的呢喃
147068,10672,8.3,3月的狮子,1,3月的狮子
211567,10094,8.8,3月的狮子 第二季,2,3月的狮子
256114,10620,6.0,五等分的新娘,1,五等分的新娘
282000,6400,6.6,五等分的新娘∬,2,五等分的新娘
427233,2666,6.6,五等分的新娘∽,3,五等分的新娘
331489,2940,6.8,电影 五等分的新娘,4,五等分的新娘
492352,1141,5.7,五等分的新娘＊,5,五等分的新娘
357961,10580,7.7,跃动青春,1,跃动青春
529367,5,8.6,跃动青春 第二季,2,跃动青春
316607,10492,6.8,奇蛋物语,1,奇蛋物语
331935,3535,3.5,奇蛋物语 特别篇,2,奇蛋物语
301541,10355,6.3,总之就是非常可爱,1,总之就是非常可爱
355798,3616,6.3,总之就是非常可爱 第二季,2,总之就是非常可爱
441233,1538,6.4,总之就是非常可爱 女子高中篇,3,总之就是非常可爱
17883,10309,6.8,我的朋友很少,1,我的朋友很少
46011,6878,6.7,我的朋友很少NEXT,2,我的朋友很少
118781,10308,5.9,甲铁城的卡巴内利,1,甲铁城的卡巴内利
202270,2812,6.4,甲铁城的卡巴内利～海门决战～,2,甲铁城的卡巴内利
356774,10303,7.4,彻夜之歌,1,彻夜之歌
484623,5102,7.7,彻夜之歌 第二季,2,彻夜之歌
271687,10147,6.3,虚构推理,1,虚构推理
320839,4374,6.6,虚构推理 第二季,2,虚构推理
524707,10125,7.5,我们不可能成为恋人！绝对不行。 (※似乎可行？),1,我们不可能成为恋人！绝对不行。 (※似乎可行？)
587454,4818,7.3,我们不可能成为恋人！绝对不行。 (※似乎可行？) 〜再次闪耀！〜,2,我们不可能成为恋人！绝对不行。 (※似乎可行？)
5649,10109,7.5,妄想学生会,1,妄想学生会
85204,8011,7.6,妄想学生会＊,2,妄想学生会
200887,3184,7.5,剧场版 妄想学生会,3,妄想学生会
295918,1980,7.5,剧场版 妄想学生会2,4,妄想学生会
424379,9993,7.3,超超超超超喜欢你的100个女朋友,1,超超超超超喜欢你的100个女朋友
471793,6400,7.5,超超超超超喜欢你的100个女朋友 第二季,2,超超超超超喜欢你的100个女朋友
598058,3,9.0,超超超超超喜欢你的100个女朋友 第三季,3,超超超超超喜欢你的100个女朋友
812,9914,7.8,剧场版 空之境界 第二章 杀人考察（前）,1,剧场版 空之境界 第二章 杀人考察（前）
766,9373,7.7,剧场版 空之境界 第四章 伽蓝之洞,2,剧场版 空之境界 第二章 杀人考察（前）
767,10445,7.9,剧场版 空之境界 第三章 痛觉残留,3,剧场版 空之境界 第二章 杀人考察（前）
233,11597,7.9,剧场版 空之境界 第一章 俯瞰风景,4,剧场版 空之境界 第二章 杀人考察（前）
1333,11935,8.4,剧场版 空之境界 第五章 矛盾螺旋,5,剧场版 空之境界 第二章 杀人考察（前）
2225,8016,7.3,剧场版 空之境界 第六章 忘却录音,6,剧场版 空之境界 第二章 杀人考察（前）
3423,9484,8.0,剧场版 空之境界 第七章 杀人考察（后）,7,剧场版 空之境界 第二章 杀人考察（前）
11629,6327,7.4,剧场版 空之境界 终章 空之境界,8,剧场版 空之境界 第二章 杀人考察（前）
6048,9881,8.1,新世纪福音战士剧场版 死与新生,1,新世纪福音战士剧场版 死与新生
49294,9857,7.2,Love Live!,1,Love Live!
75989,7256,7.3,Love Live! 第二季,2,Love Live!
107199,3430,7.3,Love Live! 学园偶像 电影,3,Love Live!
822,9802,8.3,FLCL,1,FLCL
175398,818,6.2,FLCL Alternative,2,FLCL
375218,68,4.4,FLCL: Shoegaze,3,FLCL
88287,9732,7.4,请问您今天要来点兔子吗？,1,请问您今天要来点兔子吗？
123568,8038,7.5,请问您今天要来点兔子吗？？,2,请问您今天要来点兔子吗？
181995,3237,7.4,请问您今天要来点兔子吗？？～Dear My Sister～,3,请问您今天要来点兔子吗？
260772,2487,7.3,请问您今天要来点兔子吗？？～Sing for You～,4,请问您今天要来点兔子吗？
260770,4916,7.6,请问您今天要来点兔子吗？BLOOM,5,请问您今天要来点兔子吗？
540641,10,8.0,剧场版 请问您今天要来点兔子吗？,6,请问您今天要来点兔子吗？
315,9708,8.2,钢之炼金术师,1,钢之炼金术师
1935,2982,7.3,钢之炼金术师 香巴拉的征服者,2,钢之炼金术师
292,9701,7.9,DARKER THAN BLACK -黑之契约者-,1,DARKER THAN BLACK -黑之契约者-
3960,4457,7.6,DARKER THAN BLACK -黑之契约者- 外传,2,DARKER THAN BLACK -黑之契约者-
2354,5710,7.4,DARKER THAN BLACK -流星的双子-,3,DARKER THAN BLACK -黑之契约者-
390353,9611,6.5,我独自升级,1,我独自升级
487630,8788,7.4,我独自升级 第二季 -起于暗影-,2,我独自升级
105075,9296,7.4,血界战线,1,血界战线
199392,6528,7.5,血界战线 & BEYOND,2,血界战线
490,9247,7.2,灼眼的夏娜,1,灼眼的夏娜
491,6270,7.0,灼眼的夏娜II,2,灼眼的夏娜
3110,3351,7.1,灼眼的夏娜S,3,灼眼的夏娜
18631,5415,7.1,灼眼的夏娜III -Final-,4,灼眼的夏娜
1728,9201,8.9,浪客剑心 追忆篇,1,浪客剑心 追忆篇
13553,1062,7.1,浪客剑心 星霜篇,2,浪客剑心 追忆篇
1608,9182,8.6,灌篮高手,1,灌篮高手
324720,2642,7.7,灌篮高手,2,灌篮高手
